INPUT:previous	INPUT:sentence	INPUT:following	INPUT:quiz_file	INPUT:answer_num	INPUT:question_num	INPUT:sentence_num	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
 He was born on February 26, 1967, making him the oldest active professional footballer at the age of 54	 While Malaysia and Ecuador have their own football leagues, the oldest footballer in the world is not currently playing in either of these countries	 Therefore, South Africa is the correct answer	artifacts\v6\filtered_pop_quiz_4.json	0	7	2	Cannot say	True			https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148993ba0d275c33251c7d	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
 The high number of red cards suggests that there were multiple instances of serious foul play or unsportsmanlike behavior by the players involved, leading to their ejection from the match	 Such a high number of red cards is rare and highlights the intensity and physicality of the game in question		artifacts\v6\filtered_pop_quiz_4.json	0	6	3	Cannot say	False			https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148993ba0d275c33251c3f	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
 This discovery opened up new opportunities for trade and exploration in the Pacific	 Circumnavigating the globe was accomplished by Ferdinand Magellan in 1522	 The Cape of Good Hope was first navigated by Bartolomeu Dias in 1488, while the Horn of Africa was encountered by Portuguese explorer Vasco da Gama in 1498	artifacts\v6\filtered_pop_quiz_1.json	6	0	3	True				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148991ba0d275c33251a94	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
 Mario Goetze won the Man of the Match award in the 2014 World Cup final	 He scored the winning goal for Germany in the 113th minute of the match against Argentina, securing Germany's victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were all players in the final match, but Goetze's goal and overall performance earned him the prestigious Man of the Match award	artifacts\v6\filtered_pop_quiz_4.json	2	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148992ba0d275c33251b82	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
 The park is located on the Caribbean coast of Costa Rica and is one of the most important nesting sites for green turtles in the Western Hemisphere	 It is also home to other species of sea turtles, such as hawksbill, loggerhead, and leatherback turtles	" The name ""Tortuguero"" reflects the park's crucial role in the conservation of these magnificent sea creatures"	artifacts\v6\filtered_pop_quiz_5.json	7	0	4	True	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--6514898fba0d275c3325192b	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, in a Euro 2016 qualifying match, Rooney scored his 49th and 50th goals for the England national team	artifacts\v6\filtered_pop_quiz_4.json	2	2	1	True				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--6514898fba0d275c33251994	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
 The Horn of Africa was encountered by Vasco da Gama in 1497	 Therefore, the correct answer is that Balboa was the first European to encounter the Pacific Ocean		artifacts\v6\filtered_pop_quiz_1.json	1	0	6	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--6514898fba0d275c33251992	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
In 2011, a 5th tier match in Argentina saw a record number of red cards being given out	 The correct option is c) 22	 This means that a total of 22 players were shown red cards during the match	artifacts\v6\filtered_pop_quiz_4.json	1	6	1	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148993ba0d275c33251c41	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
"
The correct answer is d) Organizes and moves internal parts of the cell"	 The nucleus contains the genetic material, DNA, which controls the organization and movement of internal parts of the cell	 It directs the synthesis of proteins and other molecules necessary for cell function	artifacts\v6\filtered_pop_quiz_3.json	2	1	1	True				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--6514898fba0d275c33251968	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
	"
Porto beat Barcelona in the 2004 Champions League final"	 This was a surprising victory for Porto as Barcelona were considered the favorites to win the match	artifacts\v6\filtered_pop_quiz_4.json	2	5	0	False				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148992ba0d275c33251c14	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
Balboa was the first European to encounter the Pacific Ocean	 In 1513, he crossed the Isthmus of Panama and reached the Pacific Ocean, becoming the first European to see and explore its eastern shores	 This discovery opened up new opportunities for trade and exploration in the Pacific	artifacts\v6\filtered_pop_quiz_1.json	6	0	1	True				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148990ba0d275c332519fc	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
 The win over Blackburn was a dominant performance by Chelsea, with goals coming from a variety of players including Didier Drogba, Salomon Kalou, Frank Lampard, and Ashley Cole	 This victory showcased Chelsea's attacking prowess and their ability to perform under pressure in a crucial match		artifacts\v6\filtered_pop_quiz_4.json	1	3	4	True				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148992ba0d275c33251be2	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
 Bayern Munich, one of the most successful teams in European football, had reached the final after defeating Real Madrid in the semi-finals	 However, they were unable to overcome the resilient Porto side, who were managed by the legendary coach Jose Mourinho	 The victory was a significant achievement for Porto, as they were considered underdogs against the star-studded Bayern Munich team	artifacts\v6\filtered_pop_quiz_4.json	0	5	4	True				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--6514898fba0d275c332519a0	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
The correct answer is a) Mario Goetze	 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was named the Man of the Match	 Goetze's goal in the 113th minute secured a 1-0 victory for Germany, earning them their fourth World Cup title	artifacts\v6\filtered_pop_quiz_4.json	4	1	1	True				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148992ba0d275c33251b8c	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
	Croatia has a total of 7 national parks	 These include Plitvice Lakes National Park, Krka National Park, Brijuni National Park, Kornati National Park, Paklenica National Park, Mljet National Park, and Risnjak National Park	artifacts\v6\filtered_pop_quiz_5.json	2	1	0	False	False			https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--6514898fba0d275c3325192d	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
 The economic downturn caused a decline in trade and investment, resulting in reduced income and increased unemployment	 As a result, both individuals and the government had to borrow money to sustain their livelihoods and operations	 This led to a substantial increase in overall indebtedness in the country during that period	artifacts\v6\filtered_pop_quiz_3.json	3	0	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148991ba0d275c33251af8	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	 This goal surpassed Sir Bobby Charlton's record of 49 goals for England and made Rooney the all-time leading goalscorer for the national team	artifacts\v6\filtered_pop_quiz_4.json	3	2	2	True				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148990ba0d275c332519d8	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
 This is an exceptionally high number of red cards for a single match, indicating a high level of aggression and misconduct on the field	 The match was likely characterized by intense physical play and players losing their temper, resulting in numerous fouls and dismissals	 The number of red cards given out in this match is a testament to the poor discipline and sportsmanship displayed by the players involved	artifacts\v6\filtered_pop_quiz_4.json	2	6	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148993ba0d275c33251c4d	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
	Porto beat Barcelona in the 2004 Champions League final	 This was a surprising victory for Porto, as Barcelona were considered the favorites to win the final	artifacts\v6\filtered_pop_quiz_4.json	5	5	0	True	False			https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148993ba0d275c33251c2b	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
" The name ""Tortuguero"" comes from the Spanish word ""tortuga,"" which means turtle, and the suffix ""-ero,"" which indicates a place or person associated with something"	" Therefore, Tortuguero can be translated as ""Forest of sea turtles"	""" The park is a crucial nesting site for several species of sea turtles, including the endangered green sea turtle and the critically endangered hawksbill turtle"	artifacts\v6\filtered_pop_quiz_5.json	4	0	3	False				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148993ba0d275c33251c91	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
"
The correct answer is b) 3-0"	 The score in the Euro 2012 final was 3-0		artifacts\v6\filtered_pop_quiz_4.json	5	0	1	False				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148992ba0d275c33251b68	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
	The correct answer is (c) Forest of sea turtles	 Tortuguero National Park in Costa Rica is named after its most famous residents, the sea turtles	artifacts\v6\filtered_pop_quiz_5.json	4	0	0	False	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--6514898fba0d275c332518f3	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
	"
Porto beat Barcelona in the 2004 Champions League final"	 This was a surprising victory for Porto as Barcelona were considered the favorites to win the match	artifacts\v6\filtered_pop_quiz_4.json	2	5	0	True				https://platform.toloka.ai/task/41539152/000279d650--65392bc927259c5fb8651469	000279d650--65148992ba0d275c33251c14	000279d650--65392bc927259c5fb8651469	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T14:52:57.900
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, in a European Championship qualifier match, Rooney scored his 50th international goal for England	artifacts\v6\filtered_pop_quiz_4.json	6	2	1	True				https://platform.toloka.ai/task/41539152/000279d650--65392c702d0f5e2757843a58	000279d650--65148992ba0d275c33251bd4	000279d650--65392c702d0f5e2757843a58	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:55:44.216
 The economic downturn caused a decline in trade and investment, resulting in reduced income and increased unemployment	 As a result, both individuals and the government had to borrow money to sustain their livelihoods and operations	 This led to a substantial increase in overall indebtedness in the country during that period	artifacts\v6\filtered_pop_quiz_3.json	3	0	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65392c702d0f5e2757843a58	000279d650--65148991ba0d275c33251af8	000279d650--65392c702d0f5e2757843a58	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:55:44.216
 This national park protects the unique wildlife and ecosystems found in the area	 Therefore, option c is the correct answer		artifacts\v6\filtered_pop_quiz_5.json	1	3	3	Nonsense	Nonsense			https://platform.toloka.ai/task/41539152/000279d650--65392c702d0f5e2757843a58	000279d650--65148993ba0d275c33251cc3	000279d650--65392c702d0f5e2757843a58	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:55:44.216
"Argentina has a multi-tier football league system, with the fifth tier being called ""Primera D"	""" In a match between Claypole and Victoriano Arenas on May 1, 2011, a total of 22 red cards were given out"	 This outrageous number of red cards set a new record for the most red cards shown in a single match	artifacts\v6\filtered_pop_quiz_4.json	5	6	1	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65392c702d0f5e2757843a58	000279d650--65148993ba0d275c33251c5d	000279d650--65392c702d0f5e2757843a58	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:55:44.216
